international_designator,norad_catalog_number,satellite_name,source,launch_date,launch_site,object_type,last_data
1968-055J,27481.0,DELTA 1 DEB,US,1968-07-04,AFWTR,DEB,2023-11-14T08:54:09.305856
2002-036D,27533.0,COSMOS 2390 DEB,CIS,2002-07-08,PLMSC,DEB,2013-09-26T06:53:08.948832
2002-036E,27546.0,COSMOS 2391 DEB,CIS,2002-07-08,PLMSC,DEB,2013-09-29T14:00:25.632000
1981-021R,27569.0,COSMOS 1249 COOLANT,CIS,1981-03-05,TYMSC,DEB,2024-09-17T08:20:25.731456
1981-021S,27570.0,COSMOS 1249 COOLANT,CIS,1981-03-05,TYMSC,DEB,2024-04-01T19:57:52.681536
1981-021T,27571.0,COSMOS 1249 COOLANT,CIS,1981-03-05,TYMSC,DEB,2024-05-05T12:02:21.811776
1984-069W,27572.0,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2018-01-23T05:42:06.580224
1984-069X,27573.0,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2025-01-20T12:02:14.814240
1989-006AC,27602.0,ARIANE 2 DEB,FR,1989-01-27,FRGUI,DEB,2024-10-12T05:21:47.878848
1968-055K,27624.0,DELTA 1 DEB,US,1968-07-04,AFWTR,DEB,2023-03-10T03:25:48.559296
1966-077AA,27635.0,OPS 0856 DEB,US,1966-08-19,AFWTR,DEB,2016-11-12T17:02:57.104160
1966-077AB,27636.0,OPS 0856 DEB,US,1966-08-19,AFWTR,DEB,2016-12-09T00:45:58.169664
1984-069Y,27638.0,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2022-10-30T19:40:14.681568
1989-062P,27659.0,ARIANE 44LP DEB,FR,1989-08-08,FRGUI,DEB,2024-11-08T22:18:54.657792
1965-108BD,27723.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2023-09-19T14:20:42.660672
1966-077AC,27724.0,OPS 0856 DEB,US,1966-08-19,AFWTR,DEB,2024-08-19T22:25:37.898688
1984-069Z,27739.0,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2023-11-23T05:01:00.601536
1994-029AEK,27755.0,PEGASUS DEB,US,1994-05-19,AFWTR,DEB,2005-10-28T12:03:08.692416
1985-037L,27770.0,SL-12 DEB,CIS,1985-05-17,TYMSC,DEB,2003-01-16T20:00:13.806432
1965-089E,27788.0,DELTA 1 DEB,US,1965-11-06,AFETR,DEB,2024-12-20T16:30:56.667168
1965-089F,27789.0,DELTA 1 DEB,US,1965-11-06,AFETR,DEB,2024-03-16T02:37:52.154688
1965-108BE,27790.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2020-09-03T09:30:34.284960
1965-108BF,27791.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2018-10-08T00:56:13.922592
1979-104T,27795.0,ARIANE 1 DEB,FR,1979-12-24,FRGUI,DEB,2023-09-06T14:25:16.080384
1981-053MR,27797.0,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-07-01T10:40:36.670368
1981-071M,27798.0,COSMOS 1285 DEB,CIS,1981-08-04,PLMSC,DEB,2016-02-18T05:40:15.409344
1981-071N,27799.0,COSMOS 1285 DEB,CIS,1981-08-04,PLMSC,DEB,2011-12-10T23:40:59.790432
1981-071R,27802.0,COSMOS 1285 DEB,CIS,1981-08-04,PLMSC,DEB,2020-08-05T06:15:04.805856
1965-108BM,27866.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2015-04-05T01:14:25.770624
1977-047H,27885.0,COSMOS 917 DEB,CIS,1977-06-16,PLMSC,DEB,2014-03-09T23:00:03.936960
1977-047J,27886.0,COSMOS 917 DEB,CIS,1977-06-16,PLMSC,DEB,2018-07-19T05:12:41.962176
1978-066G,27890.0,COSMOS 1024 DEB,CIS,1978-06-28,PLMSC,DEB,2011-07-01T15:26:47.469408
1978-083K,27892.0,COSMOS 1030 DEB,CIS,1978-09-06,PLMSC,DEB,2024-11-03T10:42:02.291904
1979-058P,27894.0,COSMOS 1109 DEB,CIS,1979-06-27,PLMSC,DEB,2014-02-25T04:10:00.226272
1980-050J,27895.0,COSMOS 1188 DEB,CIS,1980-06-14,PLMSC,DEB,2011-06-28T23:27:03.624192
1982-064E,27903.0,COSMOS 1382 DEB,CIS,1982-06-25,PLMSC,DEB,2024-06-17T02:22:02.262720
1982-064F,27904.0,COSMOS 1382 DEB,CIS,1982-06-25,PLMSC,DEB,2012-04-10T09:30:53.392320
1983-070J,27907.0,COSMOS 1481 DEB,CIS,1983-07-08,PLMSC,DEB,2023-04-22T03:02:26.932704
1984-069AA,27908.0,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2022-10-22T20:39:19.111968
1984-069AB,27909.0,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2023-08-08T03:58:18.466464
1984-069AC,27910.0,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2020-07-10T06:24:56.043648
1984-069AD,27911.0,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2023-12-16T23:44:42.941760
1984-069AE,27912.0,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2007-03-22T01:56:27.110976
1984-069AF,27913.0,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2018-10-18T19:16:40.043136
1987-079AC,27919.0,SL-12 DEB,CIS,1987-09-16,TYMSC,DEB,2024-04-28T11:12:26.831808
1987-079AQ,27931.0,SL-12 DEB,CIS,1987-09-16,TYMSC,DEB,2011-01-08T04:54:29.435040
1987-079AY,27959.0,SL-12 DEB,CIS,1987-09-16,TYMSC,DEB,2003-12-26T05:35:14.717472
1987-079BC,27963.0,SL-12 DEB,CIS,1987-09-16,TYMSC,DEB,2004-12-21T22:07:16.095648
1988-085K,27965.0,SL-12 DEB,CIS,1988-09-16,TYMSC,DEB,2007-02-18T05:55:13.717056
1988-085M,27967.0,SL-12 DEB,CIS,1988-09-16,TYMSC,DEB,2004-11-22T13:45:09.518976
1988-085W,27976.0,SL-12 DEB,CIS,1988-09-16,TYMSC,DEB,2016-08-28T01:19:16.761504
1988-085Y,27978.0,SL-12 DEB,CIS,1988-09-16,TYMSC,DEB,2016-03-01T10:55:38.851392
1988-085AN,27992.0,SL-12 DEB,CIS,1988-09-16,TYMSC,DEB,2006-05-08T10:11:01.464000
1988-085AU,27998.0,SL-12 DEB,CIS,1988-09-16,TYMSC,DEB,2023-08-10T21:06:05.528160
1979-104U,28147.0,ARIANE 1 DEB,FR,1979-12-24,FRGUI,DEB,2017-11-27T01:12:07.587648
1988-085CM,28152.0,SL-12 DEB,CIS,1988-09-16,TYMSC,DEB,2007-05-18T07:31:50.194560
1988-085CN,28153.0,SL-12 DEB,CIS,1988-09-16,TYMSC,DEB,2021-12-18T03:56:21.119712
2000-024E,28156.0,USA 149 DEB,US,2000-05-08,AFETR,DEB,2024-09-08T01:02:46.885344
1981-021U,28211.0,COSMOS 1249 COOLANT,CIS,1981-03-05,TYMSC,DEB,2022-09-04T13:54:18.509760
1989-001U,28260.0,SL-12 DEB,CIS,1989-01-10,TYMSC,DEB,2007-01-12T22:01:27.359328
2003-010D,28264.0,DELTA 2 DEB,US,2003-03-31,AFETR,DEB,2022-06-28T13:21:41.612832
1968-055L,28266.0,DELTA 1 DEB,US,1968-07-04,AFWTR,DEB,2024-12-11T20:12:27.103104
1980-050L,28268.0,COSMOS 1188 DEB,CIS,1980-06-14,PLMSC,DEB,2008-08-10T14:59:59.335584
1981-016K,28269.0,COSMOS 1247 DEB,CIS,1981-02-19,PLMSC,DEB,2023-02-12T03:43:45.789312
1984-069AG,28271.0,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2022-01-14T18:02:59.336160
1984-069AH,28272.0,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2006-11-24T05:43:38.094240
1984-069AJ,28273.0,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2022-10-16T22:53:55.376160
1991-068AS,28277.0,SL-14 DEB,CIS,1991-09-28,PLMSC,DEB,2024-05-15T14:23:57.717312
1992-072N,28279.0,ARIANE 42P+ DEB,FR,1992-10-28,FRGUI,DEB,2023-12-03T20:46:53.889600
1992-072P,28280.0,ARIANE 42P+ DEB,FR,1992-10-28,FRGUI,DEB,2024-12-01T07:49:43.938336
1991-082AU,28331.0,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,DEB,2024-02-08T06:28:22.665792
1981-038F,28524.0,TITAN 34B DEB,US,1981-04-24,AFWTR,DEB,2020-08-02T03:36:21.208608
2000-017D,28548.0,DELTA 2 DEB,US,2000-03-25,AFWTR,DEB,2014-06-11T22:29:29.627808
2000-017E,28549.0,DELTA 2 DEB,US,2000-03-25,AFWTR,DEB,2012-04-30T00:15:19.068768
1965-108BR,28550.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2017-08-20T02:21:15.143616
1965-108BS,28551.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2024-05-30T02:05:38.071680
1965-108BT,28552.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2016-02-26T15:18:40.180320
1979-095C,28554.0,METEOR 2-5 DEB,CIS,1979-10-31,PLMSC,DEB,2025-01-14T10:31:33.736224
1979-104W,28557.0,ARIANE 1 DEB,FR,1979-12-24,FRGUI,DEB,2024-09-27T10:52:55.367904
1981-071S,28558.0,COSMOS 1285 DEB,CIS,1981-08-04,PLMSC,DEB,2015-08-23T19:31:04.386144
1981-071T,28559.0,COSMOS 1285 DEB,CIS,1981-08-04,PLMSC,DEB,2012-03-30T07:28:20.328960
1981-071U,28560.0,COSMOS 1285 DEB,CIS,1981-08-04,PLMSC,DEB,2011-06-05T08:27:10.049760
1981-071V,28561.0,COSMOS 1285 DEB,CIS,1981-08-04,PLMSC,DEB,2011-04-11T20:56:15.847296
1989-006AF,28564.0,ARIANE 2 DEB,FR,1989-01-27,FRGUI,DEB,2024-03-27T07:25:28.596000
1989-006AK,28568.0,ARIANE 2 DEB,FR,1989-01-27,FRGUI,DEB,2015-09-17T10:44:40.202592
1989-006AL,28569.0,ARIANE 2 DEB,FR,1989-01-27,FRGUI,DEB,2023-10-14T08:20:00.113856
1992-047R,28582.0,SL-12 DEB,CIS,1992-07-30,TYMSC,DEB,2019-02-01T06:06:59.338080
1992-047S,28583.0,SL-12 DEB,CIS,1992-07-30,TYMSC,DEB,2021-02-03T09:23:29.609088
1992-047Y,28589.0,SL-12 DEB,CIS,1992-07-30,TYMSC,DEB,2022-04-08T02:32:06.054432
1992-047Z,28590.0,SL-12 DEB,CIS,1992-07-30,TYMSC,DEB,2013-07-27T23:43:21.716256
1981-043L,28602.0,METEOR 2-7 DEB,CIS,1981-05-14,PLMSC,DEB,2024-11-10T01:55:28.310592
1985-013C,28603.0,METEOR 2-12 DEB,CIS,1985-02-06,PLMSC,DEB,2024-09-12T16:28:30.166464
1966-040AA,28611.0,NIMBUS 2 DEB,US,1966-05-15,AFWTR,DEB,2022-08-18T08:26:31.974144
1966-040AD,28614.0,NIMBUS 2 DEB,US,1966-05-15,AFWTR,DEB,2014-01-25T12:13:32.105568
1966-040AF,28616.0,NIMBUS 2 DEB,US,1966-05-15,AFWTR,DEB,2008-12-20T22:15:38.190240
1988-077T,28657.0,TITAN 34D TRANSTAGE DEB,US,1988-09-02,AFETR,DEB,2019-06-28T06:55:01.158240
1965-089G,28662.0,DELTA 1 DEB,US,1965-11-06,AFETR,DEB,2023-11-16T23:42:03.743712
1965-108BV,28663.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2020-05-15T09:14:29.031936
1966-077AD,28664.0,OPS 0856 DEB,US,1966-08-19,AFWTR,DEB,2016-11-27T20:19:18.285024
1968-055N,28665.0,DELTA 1 DEB,US,1968-07-04,AFWTR,DEB,2021-12-02T07:37:41.142720
1968-055P,28666.0,DELTA 1 DEB,US,1968-07-04,AFWTR,DEB,2022-10-06T06:38:24.804672
1968-055Q,28667.0,DELTA 1 DEB,US,1968-07-04,AFWTR,DEB,2022-03-22T01:42:35.117856
1968-055S,28668.0,DELTA 1 DEB,US,1968-07-04,AFWTR,DEB,2017-08-17T07:30:15.866496
1968-055R,28669.0,DELTA 1 DEB,US,1968-07-04,AFWTR,DEB,2017-04-18T02:15:32.477760
1968-055T,28670.0,DELTA 1 DEB,US,1968-07-04,AFWTR,DEB,2021-11-01T06:57:26.791488
1968-055U,28671.0,DELTA 1 DEB,US,1968-07-04,AFWTR,DEB,2022-11-06T09:08:31.490592
1988-074J,28673.0,SCOUT G-1 DEB,US,1988-08-25,AFWTR,DEB,2023-11-09T19:45:49.156704
1988-074K,28674.0,SCOUT G-1 DEB,US,1988-08-25,AFWTR,DEB,2014-12-31T17:34:38.254080
1992-047AC,28679.0,SL-12 DEB,CIS,1992-07-30,TYMSC,DEB,2006-03-28T13:58:25.859136
1992-047AF,28682.0,SL-12 DEB,CIS,1992-07-30,TYMSC,DEB,2005-11-02T15:24:33.360192
1965-063C,28793.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2025-01-30T05:27:44.662464
1965-063D,28794.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2024-07-01T05:28:17.599872
1965-063E,28795.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2024-05-24T21:18:19.158336
1965-063F,28796.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2023-11-16T21:24:02.548224
1965-063G,28797.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2017-08-02T02:46:20.082144
1965-063H,28798.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2017-09-10T22:02:56.230368
1965-063J,28799.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2021-06-26T16:29:13.200576
1965-063K,28800.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2024-06-20T11:17:56.079744
1965-063L,28801.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2017-07-08T03:05:12.081984
1965-063M,28802.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2017-08-03T06:21:46.933056
1965-063N,28803.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2021-11-02T14:28:19.232832
1965-108BW,28804.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2022-11-28T11:22:51.197088
1965-108BX,28805.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2019-12-29T09:07:14.303424
1965-108BY,28806.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2018-08-12T23:30:27.786528
1965-108BZ,28807.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2019-08-03T03:10:32.529216
1965-108CA,28808.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2024-10-17T01:15:45.954144
1965-108CB,28814.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2019-12-05T14:06:31.104864
1965-108CC,28815.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2023-02-02T13:22:56.330688
1965-108CD,28816.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2022-03-01T05:56:15.753120
1965-108CE,28817.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2024-05-05T19:57:49.189248
1965-108CF,28818.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2020-12-29T03:34:55.822080
1965-108CG,28819.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2010-10-16T18:04:17.972256
1965-108CH,28820.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2023-06-15T03:55:26.958144
1965-108CJ,28821.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2017-07-29T08:21:50.786208
1965-108CK,28833.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2017-10-14T22:45:52.384608
1965-108CL,28834.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2023-10-17T05:13:44.022432
1965-108CM,28835.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2022-07-24T10:11:44.321856
1965-108CN,28836.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2024-11-29T22:04:28.584192
1965-108CQ,28838.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2024-05-13T03:50:38.107392
1965-108CR,28839.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2018-04-01T09:45:30.986496
1965-108CS,28840.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2019-11-10T06:22:06.748032
2001-049PJ,28856.0,PSLV DEB,IND,2001-10-22,SRILR,DEB,2009-11-14T04:23:34.933344
1987-001C,28975.0,METEOR 2-15 DEB,CIS,1987-01-05,PLMSC,DEB,2024-08-21T04:53:51.660096
1990-011C,28984.0,CZ-3 DEB,PRC,1990-02-04,XICLF,DEB,2020-11-19T12:23:39.912288
1992-047AN,28985.0,SL-12 DEB,CIS,1992-07-30,TYMSC,DEB,2017-07-23T18:33:09.070560
1980-073D,28987.0,METEOR 2-6 DEB,CIS,1980-09-09,PLMSC,DEB,2024-09-12T13:26:34.742976
1988-005J,28994.0,METEOR 2-17 DEB,CIS,1988-01-30,PLMSC,DEB,2024-10-09T03:32:55.256928
1988-005K,28995.0,METEOR 2-17 DEB,CIS,1988-01-30,PLMSC,DEB,2023-12-06T13:16:48.866304
1979-101D,29001.0,SATCOM 3 DEB,US,1979-12-07,AFETR,DEB,2020-08-21T14:00:23.083200
1964-038G,29008.0,ELEKTRON 3 DEB,CIS,1964-07-10,TYMSC,DEB,2024-03-28T17:24:16.720128
1965-063P,29009.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2017-09-04T22:29:57.132384
1965-108CT,29011.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2025-01-09T04:09:17.460000
1965-108CU,29012.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2018-06-21T06:46:52.773600
1965-108CV,29013.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2016-05-24T04:17:17.139840
1979-104Z,29017.0,ARIANE 1 DEB,FR,1979-12-24,FRGUI,DEB,2016-03-08T00:18:26.028000
1979-104AA,29018.0,ARIANE 1 DEB,FR,1979-12-24,FRGUI,DEB,2018-08-28T15:12:18.576576
1980-034F,29019.0,COSMOS 1176 COOLANT,CIS,1980-04-29,TYMSC,DEB,2024-10-25T12:43:06.976704
1981-021V,29020.0,COSMOS 1249 COOLANT,CIS,1981-03-05,TYMSC,DEB,2015-04-03T17:58:41.153952
1984-069AL,29021.0,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2016-06-19T08:39:52.648992
1989-006AN,29022.0,ARIANE 2 DEB,FR,1989-01-27,FRGUI,DEB,2014-04-24T06:16:24.024288
1991-003Q,29024.0,ARIANE 44L DEB,FR,1991-01-15,FRGUI,DEB,2024-03-29T11:08:38.573376
1992-047AP,29027.0,SL-12 DEB,CIS,1992-07-30,TYMSC,DEB,2010-10-08T03:39:54.870624
1999-040G,29037.0,IUS DEB,US,1999-07-23,AFETR,DEB,2023-02-04T21:13:50.127744
2000-017F,29041.0,DELTA 2 DEB,US,2000-03-25,AFWTR,DEB,2008-05-20T03:57:14.210784
1968-055V,29062.0,DELTA 1 DEB,US,1968-07-04,AFWTR,DEB,2023-08-19T15:27:03.335040
1991-082CE,29085.0,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,DEB,2006-05-05T00:11:18.508704
1992-093JQ,29094.0,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2024-10-20T08:35:17.315520
1985-100C,29136.0,METEOR 3-1 DEB,CIS,1985-10-24,PLMSC,DEB,2024-07-20T13:38:09.545856
1985-100D,29137.0,METEOR 3-1 DEB,CIS,1985-10-24,PLMSC,DEB,2021-08-05T04:42:21.055392
1988-074N,29140.0,SCOUT G-1 DEB,US,1988-08-25,AFWTR,DEB,2006-06-24T16:02:41.351424
1965-063Q,29166.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2016-01-17T18:41:37.231296
1965-063R,29167.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2021-08-20T01:42:31.462272
1965-063T,29169.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2014-05-07T20:50:55.106304
1965-063V,29171.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2024-11-12T04:50:00.392352
1965-063W,29172.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2025-01-12T08:57:19.157760
1965-063X,29173.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2014-04-08T00:09:50.232096
1965-063Y,29174.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2024-12-29T22:57:44.338752
1965-063Z,29175.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2013-12-14T05:59:08.205792
1965-063AA,29176.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2016-02-29T20:53:51.129888
1965-063AB,29177.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2024-12-11T00:30:06.162624
1965-063AC,29178.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2024-04-22T13:27:53.080992
1965-063AD,29179.0,SCOUT B DEB,US,1965-08-10,WLPIS,DEB,2017-12-31T17:56:17.424960
1968-002E,29181.0,DELTA 1 DEB,US,1968-01-11,AFWTR,DEB,2025-01-13T00:48:35.133408
1968-002F,29182.0,DELTA 1 DEB,US,1968-01-11,AFWTR,DEB,2024-01-22T06:26:57.574752
1968-002M,29188.0,DELTA 1 DEB,US,1968-01-11,AFWTR,DEB,2017-10-24T19:26:13.341696
1968-002P,29190.0,DELTA 1 DEB,US,1968-01-11,AFWTR,DEB,2023-11-12T03:00:34.040736
1980-073E,29199.0,METEOR 2-6 DEB,CIS,1980-09-09,PLMSC,DEB,2022-10-21T02:22:35.572512
1980-073G,29201.0,METEOR 2-6 DEB,CIS,1980-09-09,PLMSC,DEB,2023-12-04T19:04:57.103968
1981-031L,29202.0,COSMOS 1261 DEB,CIS,1981-03-31,PLMSC,DEB,2024-06-21T14:30:09.607104
1982-099F,29204.0,COSMOS 1412 COOLANT,CIS,1982-10-02,TYMSC,DEB,2023-12-08T01:29:27.793536
1987-080L,29208.0,SCOUT G-1 DEB,US,1987-09-16,AFWTR,DEB,2024-09-20T14:21:01.479456
1987-080N,29210.0,SCOUT G-1 DEB,US,1987-09-16,AFWTR,DEB,2006-06-10T08:21:16.398144
1988-033H,29212.0,SCOUT G-1 DEB,US,1988-04-26,AFWTR,DEB,2023-11-30T19:14:45.055104
1961-028J,29255.0,MIDAS 4 DEB,US,1961-10-21,AFWTR,DEB,2006-10-08T06:28:11.802720
1968-066M,29278.0,SCOUT B DEB,US,1968-08-08,AFWTR,DEB,2023-09-25T04:42:58.042368
1968-066N,29279.0,SCOUT B DEB,US,1968-08-08,AFWTR,DEB,2024-10-18T09:24:55.295424
1979-095Q,29291.0,METEOR 2-5 DEB,CIS,1979-10-31,PLMSC,DEB,2023-02-02T04:29:30.349248
1981-071W,29296.0,COSMOS 1285 DEB,CIS,1981-08-04,PLMSC,DEB,2012-04-25T07:26:27.485376
1989-039P,29308.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2025-01-03T04:39:31.234464
1989-039S,29311.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2024-02-05T21:32:35.746080
1989-039T,29312.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2024-07-28T06:05:43.116000
1989-039AC,29321.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2007-01-03T20:11:31.450272
1989-039AH,29326.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2007-01-16T19:12:08.381664
1989-039AN,29331.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2006-10-23T21:03:18.070272
1989-039AW,29339.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2011-02-11T01:31:43.046688
1989-039BB,29344.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2006-11-04T21:47:42.268704
1989-039BE,29347.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2024-02-27T15:12:11.965248
1987-020DZ,29358.0,COSMOS 1823 DEB,CIS,1987-02-20,PLMSC,DEB,2024-10-10T09:17:37.278528
1987-020EC,29361.0,COSMOS 1823 DEB,CIS,1987-02-20,PLMSC,DEB,2015-03-11T13:02:54.946464
1989-039BH,29405.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2006-09-28T23:20:22.534656
1989-039BJ,29406.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2009-10-08T04:02:08.534976
1989-039BK,29407.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2021-05-05T13:53:30.382368
1989-039BU,29416.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2019-03-25T10:17:48.343200
1989-039BV,29417.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2006-08-05T08:03:26.227008
1989-039BW,29418.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2006-07-23T10:48:23.316768
2003-037D,29419.0,COSMOS 2401 DEB,CIS,2003-08-19,PLMSC,DEB,2013-09-26T07:34:48.853344
2003-037E,29420.0,COSMOS 2400 DEB,CIS,2003-08-19,PLMSC,DEB,2013-08-18T11:17:36.893760
2003-037F,29421.0,COSMOS 2401 DEB,CIS,2003-08-19,PLMSC,DEB,2014-05-20T04:55:23.124864
2004-023D,29422.0,DELTA 2 DEB,US,2004-06-23,AFETR,DEB,2023-12-08T14:55:46.352064
1989-039CB,29428.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2006-12-16T17:11:14.315424
1989-039CC,29429.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2007-01-28T14:36:43.318080
1989-039CD,29430.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2012-05-04T14:05:22.537824
1989-039CF,29431.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2006-11-24T04:19:01.737408
1989-039CG,29432.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2007-05-07T03:02:29.893632
1989-039CN,29439.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2006-12-21T19:09:38.552832
1989-039CS,29443.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2019-04-02T17:20:36.462336
1984-035E,29446.0,CZ-3 DEB,PRC,1984-04-08,XICLF,DEB,2022-01-11T08:49:51.832992
1986-010F,29447.0,CZ-3 DEB,PRC,1986-02-01,XICLF,DEB,2022-12-02T00:53:58.641792
1986-010G,29448.0,CZ-3 DEB,PRC,1986-02-01,XICLF,DEB,2022-01-29T20:23:21.597792
1989-039CT,29449.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2022-05-17T18:35:12.818688
1989-039CU,29450.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2018-09-25T07:35:07.501920
1989-039CX,29453.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2006-12-03T23:54:24.751584
1989-039DC,29458.0,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2016-07-04T09:10:35.014080
